City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,pandan,14.0453,124.1694,28.6,77,87,3.47,PH,1701747337
364,itati,-27.2704,-58.2446,20.26,85,100,4.64,AR,1701747338
365,leava,-14.3,-178.1667,28.61,76,100,7.69,WF,1701747339
366,floro,61.5996,5.0328,-2.02,80,100,3.6,NO,1701747340
367,saint-pierre,-21.3393,55.4781,26.43,88,100,2.57,RE,1701747341
368,annavasal,10.4667,78.7,27.77,75,100,1.87,IN,1701747342
369,san patricio,28.017,-97.5169,16.02,59,92,2.84,US,1701747343
370,franceville,-1.6333,13.5836,21.38,98,100,1.86,GA,1701747344
371,iskateley,67.6803,53.1512,-26.1,93,13,4.02,RU,1701747344
372,le port,-20.9373,55.2919,26.61,80,14,0.75,RE,1701747345
373,dryden,49.7833,-92.7503,-1.84,80,100,1.03,CA,1701747346
374,chardara,41.2547,67.9692,11.83,52,7,2.21,KZ,1701747347
375,freeport,40.6576,-73.5832,7.32,71,0,5.66,US,1701747327
376,torit,4.4133,32.5678,23.63,60,0,0.47,SS,1701747349
377,mazagao,-0.115,-51.2894,26.03,93,88,1.22,BR,1701747350
378,taft,31.7471,54.2088,3.97,31,0,2.06,IR,1701747351
379,achinsk,56.2694,90.4993,-22.67,94,100,3.58,RU,1701747351
380,hwange,-18.3693,26.5019,23.27,37,88,0.3,ZW,1701747352
381,abu jibeha,11.4562,31.2285,23.76,29,56,2.27,SD,1701747353
382,milford haven,51.7128,-5.0341,6.81,79,100,12.62,GB,1701747354
383,nouna,12.7333,-3.8667,22.59,22,1,3.6,BF,1701747355
384,lorengau,-2.0226,147.2712,29.53,70,99,1.79,PG,1701747356
385,mao,39.8885,4.2658,12.31,87,75,2.57,ES,1701747356
386,ormara,25.2088,64.6357,23.69,34,39,2.98,PK,1701747357
387,porto velho,-8.7619,-63.9039,27.03,78,0,1.03,BR,1701747358
388,bonanza,14.0289,-84.591,21.47,100,38,1.01,NI,1701747359
389,mejit,10.2753,170.8646,27.53,79,36,9.71,MH,1701747360
390,taltal,-25.4,-70.4833,17.66,76,1,1.35,CL,1701747361
391,vazante,-17.9869,-46.9078,22.01,84,92,1.08,BR,1701747362
392,ulety,51.3572,112.4849,-7.85,67,65,9.14,RU,1701747363
393,acajutla,13.5928,-89.8275,27.29,74,56,1.86,SV,1701747364
394,rome,34.257,-85.1647,9.23,77,0,0.89,US,1701747300
395,duong dong,10.2167,103.9667,29.0,74,40,3.09,VN,1701747367
396,sorsk,54.0033,90.2467,-14.39,63,100,2.08,RU,1701747368
397,east london,-33.0153,27.9116,16.52,77,0,4.12,ZA,1701747369
398,klaksvik,62.2266,-6.589,2.51,70,99,6.47,FO,1701747370
399,muroto-misakicho,33.2833,134.15,14.15,91,100,6.87,JP,1701747371
400,remire-montjoly,4.9167,-52.2667,27.02,83,75,0.0,GF,1701747372
401,torquay,50.4638,-3.5143,6.51,89,99,2.68,GB,1701747155
402,richards bay,-28.783,32.0377,21.79,93,82,6.36,ZA,1701747374
403,hassi messaoud,31.6804,6.0729,6.92,76,0,0.51,DZ,1701747375
404,zijinglu,34.76,112.9714,16.66,23,4,3.98,CN,1701747377
405,cockburn town,21.4612,-71.1419,27.13,78,79,6.93,TC,1701747378
406,chashniki,54.8569,29.1607,-7.24,97,99,2.5,BY,1701747379
407,kyzyl,51.7,94.45,-19.99,88,76,0.45,RU,1701747101
408,cole harbour,44.6724,-63.4751,-0.02,93,99,4.02,CA,1701747382
409,ust'-barguzin,53.45,108.9833,-10.13,77,100,6.17,RU,1701747134
410,horta,38.5333,-28.6333,17.23,88,100,8.05,PT,1701747385
411,pacific grove,36.6177,-121.9166,14.82,86,0,2.06,US,1701747386
412,san juan de miraflores,-12.1629,-76.9635,19.54,81,99,3.48,PE,1701747387
413,moyale,3.5167,39.0584,19.83,59,1,3.08,KE,1701747387
414,dzuunharaa,48.8523,106.4579,-7.75,90,100,5.41,MN,1701747388
415,aykhal,66.0,111.5,-39.25,100,69,2.46,RU,1701747390
416,thompson,55.7435,-97.8558,-5.91,93,100,3.6,CA,1701747392
417,labuan bajo,-8.4964,119.8877,29.89,74,19,1.87,ID,1701747393
418,uvira,-3.4067,29.1458,21.24,98,100,0.84,CD,1701747395
419,wenling,28.3669,121.36,15.9,65,65,0.71,CN,1701747396
420,el calafate,-50.3408,-72.2768,10.51,79,100,4.77,AR,1701747397
421,aljezur,37.3191,-8.8033,12.38,82,100,2.94,PT,1701747398
422,cambridge,43.3601,-80.3127,1.63,82,20,3.6,CA,1701747126
423,katabu,-4.9333,122.5167,33.83,49,50,1.16,ID,1701747400
424,zouerate,22.7187,-12.4521,20.36,31,97,3.35,MR,1701747401
425,balabac,7.9868,117.0645,29.05,73,60,4.05,PH,1701747402
426,tabou,4.423,-7.3528,26.03,85,73,2.32,CI,1701747403
427,kattivakkam,13.2167,80.3167,27.05,80,100,7.48,IN,1701747404
428,humberto de campos,-2.5983,-43.4611,24.55,91,17,2.47,BR,1701747405
429,malabar,-33.9667,151.25,37.32,60,0,8.23,AU,1701747405
430,bandarbeyla,9.4942,50.8122,24.88,73,13,9.31,SO,1701747406
431,tiruchchendur,8.4833,78.1167,28.43,76,88,5.04,IN,1701747407
432,quellon,-43.1167,-73.6167,9.33,95,100,3.57,CL,1701747408
433,santa ana de yacuma,-13.75,-65.4333,22.99,96,96,2.6,BO,1701747409
434,novovoronezh,51.3072,39.2173,-8.95,93,72,3.15,RU,1701747409
435,kilju,40.9642,129.3278,7.09,59,17,2.29,KP,1701747410
436,kosh-agach,50.0,88.6667,-21.5,90,70,0.45,RU,1701747411
437,paramonga,-10.6667,-77.8333,19.75,86,75,4.31,PE,1701747412
438,weno,7.4515,151.8468,31.97,66,20,3.6,FM,1701747413
439,chegdomyn,51.1167,133.0167,-9.75,77,98,0.07,RU,1701747414
440,kristiansund,63.1115,7.732,-2.64,74,65,2.57,NO,1701747415
441,nema,57.5067,50.5011,-12.55,95,100,2.82,RU,1701747416
442,makungu,-8.7333,35.2833,18.52,97,99,0.19,TZ,1701747416
443,veraval,20.9,70.3667,25.01,61,5,7.7,IN,1701747417
444,cidreira,-30.1811,-50.2056,20.02,78,100,6.7,BR,1701747418
445,chul'man,56.8479,124.9104,-14.08,94,100,2.14,RU,1701747419
446,sitka,57.0531,-135.33,8.94,66,100,7.2,US,1701747420
447,zarah sharan,33.1467,68.7917,5.05,31,0,0.19,AF,1701747421
448,camayenne,9.535,-13.6878,27.18,80,0,3.06,GN,1701747422
449,samdari,25.8167,72.5833,19.58,33,0,4.34,IN,1701747423
450,valdivia,-39.8142,-73.2459,11.05,93,1,1.27,CL,1701747130
451,polyarnyy,69.1989,33.4478,-9.51,92,98,3.13,RU,1701747424
452,kotlas,61.2611,46.6556,-15.71,95,100,1.98,RU,1701747425
453,adrar,20.5022,-10.0711,18.46,33,60,2.87,MR,1701747426
454,collinsville,38.6703,-89.9846,5.01,91,0,2.68,US,1701747427
455,richfield,44.8833,-93.283,1.2,92,75,2.06,US,1701747253
456,muang phonsavan,19.45,103.2167,24.37,61,91,0.58,LA,1701747429
457,brookings,44.3114,-96.7984,0.06,94,31,3.13,US,1701747419
458,palmer,42.1584,-72.3287,5.75,81,75,2.57,US,1701747234
459,tres lagoas,-20.7511,-51.6783,23.67,80,98,1.02,BR,1701747260
460,popondetta,-8.7537,148.2534,32.62,53,6,3.52,PG,1701747433
461,az zulfi,26.2995,44.8154,16.19,38,0,2.28,SA,1701747433
462,artondale,47.2995,-122.6207,18.35,88,100,8.23,US,1701747434
463,puerto rico,-26.796,-55.024,20.59,94,99,1.24,AR,1701747436
464,ipiales,0.8302,-77.6496,9.83,90,66,1.74,CO,1701747436
465,meizhou,24.2977,116.1072,21.46,56,53,1.85,CN,1701747437
466,gandajika,-6.75,23.95,17.72,98,100,0.79,CD,1701747438
467,fuding,27.3273,120.214,20.15,66,11,1.08,CN,1701747220
468,hasaki,35.7333,140.8333,11.27,68,100,6.17,JP,1701747440
469,souillac,-20.5167,57.5167,25.22,67,2,1.83,MU,1701747441
470,laguna,38.421,-121.4238,14.06,86,0,0.0,US,1701747442
471,arvayheer,46.2639,102.775,-8.3,31,5,6.43,MN,1701747443
472,kismayo,-0.3582,42.5454,27.92,76,42,4.23,SO,1701747444
473,riacho de santana,-13.6092,-42.9389,24.98,50,89,1.11,BR,1701747445
474,fismes,49.3077,3.6861,8.13,90,97,8.86,FR,1701747446
475,labrador city,52.9463,-66.9114,-27.05,76,40,0.0,CA,1701747447
476,sogndal,61.2283,7.1003,-7.79,92,100,1.03,NO,1701747448
477,tuchola,53.5879,17.8591,-5.18,88,97,3.69,PL,1701747449
478,sept-iles,50.2001,-66.3821,-10.0,70,20,5.14,CA,1701747450
479,plastun,44.7561,136.2939,2.16,46,0,2.46,RU,1701747451
480,lovington,32.944,-103.3485,8.35,30,35,3.77,US,1701747452
481,new norfolk,-42.7826,147.0587,22.62,25,100,4.28,AU,1701747453
482,rongelap,11.1635,166.8941,27.8,72,72,8.69,MH,1701747454
483,babu,24.4167,111.5167,20.51,61,77,0.7,CN,1701747455
484,happy valley-goose bay,53.3168,-60.3315,-15.83,78,20,5.14,CA,1701747456
485,iguatemi,-23.6803,-54.5611,22.57,97,100,1.41,BR,1701747457
486,jalai nur,49.45,117.7,-4.09,79,76,9.32,CN,1701747459
487,mawu,29.5923,107.3139,14.23,69,87,1.47,CN,1701747460
488,palikir - national government center,6.9248,158.1611,28.47,94,100,4.63,FM,1701747461
489,cacu,-18.5567,-51.1308,22.52,83,39,1.28,BR,1701747462
490,aizenay,46.74,-1.6083,6.75,81,0,2.57,FR,1701747462
491,sao raimundo nonato,-9.0153,-42.6994,23.73,71,15,0.82,BR,1701747395
492,upata,8.0086,-62.3989,24.0,84,3,3.04,VE,1701747464
493,emerald,-23.5333,148.1667,35.85,26,1,4.15,AU,1701747465
494,afua,-0.1567,-50.3867,24.64,91,95,1.73,BR,1701747466
495,nar'yan-mar,67.6713,53.087,-26.05,93,13,4.02,RU,1701747467
496,luderitz,-26.6481,15.1594,14.57,77,0,7.65,NA,1701747468
497,guerrero negro,27.9769,-114.0611,19.33,62,97,3.88,MX,1701747469
498,shetpe,44.1667,52.1167,7.65,86,93,1.2,KZ,1701747470
499,moscow,55.7522,37.6156,-10.76,97,94,0.98,RU,1701747224
500,demopolis,32.5176,-87.8364,9.97,62,0,2.06,US,1701747471
501,jianshui,23.6363,102.8264,20.46,69,100,3.73,CN,1701747472
502,port augusta,-32.5,137.7667,32.91,28,75,7.84,AU,1701747473
503,moreira sales,-24.0622,-53.0069,22.13,96,100,0.3,BR,1701747474
504,molochnoye,59.2917,39.6787,-8.71,94,100,3.13,RU,1701747475
505,callao,-12.0667,-77.15,20.4,77,20,3.09,PE,1701747476
506,bathsheba,13.2167,-59.5167,26.34,83,20,3.6,BB,1701747476
507,bryan,30.6744,-96.37,13.26,56,0,0.0,US,1701747477
508,ebon,4.582,168.6964,28.01,82,53,8.82,MH,1701747478
509,salekhard,66.53,66.6019,-34.44,99,32,3.07,RU,1701747479
510,sur,22.5667,59.5289,25.87,54,81,5.62,OM,1701747480
511,lampazos de naranjo,27.0167,-100.5167,18.0,50,32,3.09,MX,1701747481
512,ibiruba,-28.6275,-53.0897,16.77,92,100,5.5,BR,1701747239
513,inari,68.906,27.0288,-8.89,97,100,1.0,FI,1701747483
514,enshi,30.3,109.4833,15.11,71,100,0.45,CN,1701747484
515,roslavl',53.9528,32.8639,-8.04,96,100,2.71,RU,1701747484
516,ajdabiya,30.7554,20.2263,16.34,78,1,5.62,LY,1701747486
517,broken hill,-31.95,141.4333,38.74,11,8,6.93,AU,1701747487
518,fort mcmurray,56.7268,-111.381,-6.23,93,0,1.03,CA,1701747488
519,pangody,65.85,74.4859,-38.74,100,36,2.33,RU,1701747489
520,jilib,0.4883,42.7854,25.99,82,42,1.76,SO,1701747490
521,vorkuta,67.5,64.0,-28.71,95,5,2.35,RU,1701747491
522,essaouira,31.5125,-9.77,14.72,72,100,2.06,MA,1701747492
523,kerikeri,-35.2268,173.9474,19.95,93,100,1.29,NZ,1701747494
524,kruisfontein,-34.0033,24.7314,12.16,74,48,2.64,ZA,1701747495
525,mayqayyng,51.4625,75.7986,2.02,78,100,11.7,KZ,1701747496
526,bargaal,11.2864,51.0773,25.48,70,38,9.38,SO,1701747497
527,sutherlin,43.3901,-123.3126,17.0,54,100,2.06,US,1701747498
528,vytegra,61.0064,36.4481,-11.47,96,98,0.89,RU,1701747499
529,puerto varas,-41.3195,-72.9854,10.12,100,0,1.54,CL,1701747501
530,khenifra,32.9333,-5.6667,11.94,45,99,1.76,MA,1701747502
531,dakar,14.6937,-17.4441,25.07,83,0,4.12,SN,1701747503
532,cananea,30.95,-110.3,10.23,27,95,1.97,MX,1701747504
533,chake chake,-5.2459,39.7666,26.25,83,52,1.6,TZ,1701747505
534,kedrovyy,56.1667,91.8167,-19.52,95,100,2.5,RU,1701747506
535,bayganin,48.6947,55.8742,5.56,89,100,2.09,KZ,1701747507
536,kiunga,-6.1219,141.2906,34.36,51,65,1.15,PG,1701747508
537,ribadesella,43.4614,-5.0596,8.86,74,85,4.16,ES,1701747509
538,darab,28.7519,54.5444,15.55,37,39,0.96,IR,1701747510
539,northam,51.0333,-4.2167,9.25,91,99,11.19,GB,1701747511
540,aldama,22.9167,-98.0667,20.28,76,100,0.28,MX,1701747512
541,awjilah,29.1081,21.2869,14.39,86,0,5.65,LY,1701747513
542,cafayate,-26.073,-65.9761,17.76,78,72,3.07,AR,1701747514
543,trinidad,-14.8333,-64.9,22.93,98,100,1.25,BO,1701747515
544,brandon,27.9378,-82.2859,19.93,82,0,0.89,US,1701747517
545,shingu,33.7333,135.9833,11.02,92,100,3.9,JP,1701747518
546,turki,51.987,43.2731,-8.93,89,11,3.45,RU,1701747519
547,luang namtha,20.9497,101.4011,24.01,83,75,1.03,LA,1701747520
548,la quiaca,-22.1024,-65.593,10.46,71,100,1.08,AR,1701747521
549,dhahran,26.3032,50.1353,18.93,67,0,2.06,SA,1701747522
550,tindouf,27.6711,-8.1474,14.25,44,0,3.09,DZ,1701747523
551,plettenberg bay,-34.0527,23.3716,15.5,74,24,2.33,ZA,1701747524
552,burang,30.25,81.1667,-8.04,78,45,1.34,CN,1701747525
553,rocha,-34.4833,-54.3333,10.21,81,23,1.5,UY,1701747526
554,colac,-38.3333,143.5833,26.21,25,68,5.72,AU,1701747527
555,nyala,12.05,24.8833,20.37,18,24,4.93,SD,1701747528
556,ketchikan,55.3422,-131.6461,10.26,87,100,7.2,US,1701747501
557,pizhou,34.3114,117.9503,15.68,36,0,3.65,CN,1701747530
558,east ballina,-28.8667,153.5833,29.33,64,1,4.86,AU,1701747531
559,outes,42.8619,-8.9018,8.0,96,100,1.96,ES,1701747532
560,sarlat-la-caneda,44.889,1.2166,4.29,92,91,2.34,FR,1701747533
561,sarov,54.9358,43.3235,-17.25,98,94,2.99,RU,1701747534
562,sandnessjoen,66.0217,12.6316,-11.71,96,100,8.6,NO,1701747535
563,puerto aysen,-45.4,-72.7,9.17,99,87,1.5,CL,1701747536
564,sabang,5.8933,95.3214,26.39,83,100,0.29,ID,1701747537
565,camacupa,-12.0167,17.4833,15.6,96,100,0.55,AO,1701747538
566,chernyshevskiy,63.0128,112.4714,-38.9,95,49,2.31,RU,1701747539
567,revda,56.801,59.9303,-10.51,91,100,4.26,RU,1701747540
568,sparti,37.0733,22.4297,13.3,89,26,0.8,GR,1701747541
569,wanning,18.8003,110.3967,24.94,77,85,3.84,CN,1701747542
570,waimea,20.0231,-155.6717,21.12,95,30,2.24,US,1701747543
571,bloemfontein,-29.1211,26.214,13.71,77,6,0.51,ZA,1701747544
572,shiguai,40.7058,110.2856,1.35,39,1,8.57,CN,1701747545
573,sidi okba,34.7451,5.8983,10.16,62,0,2.06,DZ,1701747547
574,urangan,-25.3,152.9,26.79,67,4,7.49,AU,1701747548
575,vitebsk,55.1905,30.2033,-11.85,99,95,1.67,BY,1701747549
576,jiuquan,39.7432,98.5174,4.26,27,74,4.57,CN,1701747550
577,namtsy,62.7161,129.6658,-43.95,99,67,1.3,RU,1701747551
578,borova,50.1763,30.1043,-5.37,90,51,1.29,UA,1701747552
579,mamuju,-2.6748,118.8885,29.02,76,54,1.48,ID,1701747553
580,ugoofaaru,5.6667,73.0,28.71,73,95,5.41,MV,1701747554
581,bodaybo,57.8506,114.1933,-15.28,83,100,5.79,RU,1701747555
582,mont-dore,-22.2833,166.5833,29.99,64,100,5.56,NC,1701747556
583,mount pearl,47.5166,-52.7813,1.19,97,100,7.72,CA,1701747298
584,salinas,36.6777,-121.6555,15.05,82,0,2.57,US,1701747558
585,peshawar,34.008,71.5785,8.08,66,0,0.0,PK,1701747559
586,constitucion,-35.3333,-72.4167,10.76,92,4,1.46,CL,1701747560
587,forster,-32.1667,152.5167,26.32,71,0,5.66,AU,1701747561
588,dalhart,36.0595,-102.5133,2.01,55,0,2.57,US,1701747562
589,ampanihy,-24.7,44.75,24.68,60,97,1.33,MG,1701747563
